hour,day_of_week,month,rush_intensity,time_of_day,season,day_type,traffic_volume,avg_speed,travel_time,vol_speed_ratio,temp_celsius,rain_1h,snow_1h,clouds_all,weather_encoded,bad_weather,congestion_level
0,6,8,0,3,2,2,1407,75.8,26.6,18.32,13.95,0.0,0.0,1,0,0,0
1,6,8,0,3,2,2,1036,85.4,22.2,11.991,13.46,0.0,0.0,1,0,0,0
3,6,8,0,3,2,2,420,81.8,20.0,5.072,13.31,0.0,0.0,0,4,1,0
4,6,8,0,3,2,2,301,92.9,16.5,3.206,13.45,0.0,0.0,0,0,0,0
5,6,8,0,0,2,2,587,86.4,23.5,6.716,13.58,0.0,0.0,0,0,0,0
6,6,8,0,0,2,2,951,81.7,26.1,11.499,13.59,0.0,0.0,0,0,0,0
7,6,8,2,0,2,2,1179,75.3,27.3,15.452,13.58,0.0,0.0,0,0,0,0
8,6,8,2,0,2,2,1895,72.8,28.2,25.678,15.82,0.0,0.0,0,0,0,0
9,6,8,2,0,2,2,2805,59.8,36.6,46.135,18.35,0.0,0.0,0,0,0,1
10,6,8,1,0,2,2,3568,58.1,41.0,60.372,21.08,0.0,0.0,0,0,0,1
11,6,8,1,0,2,2,4273,44.4,40.0,94.119,23.08,0.0,0.0,0,0,0,1
12,6,8,0,1,2,2,4581,43.9,45.3,102.027,24.84,0.0,0.0,0,0,0,2
13,6,8,0,1,2,2,4519,43.1,42.9,102.472,25.38,0.0,0.0,0,0,0,2
14,6,8,1,1,2,2,4378,43.3,40.8,98.826,26.14,0.0,0.0,0,0,0,1
15,6,8,1,1,2,2,4601,46.2,45.5,97.479,26.67,0.0,0.0,0,0,0,2
16,6,8,2,1,2,2,4489,46.7,40.0,94.109,26.5,0.0,0.0,0,0,0,1
17,6,8,2,2,2,2,4423,49.4,39.1,87.758,27.09,0.0,0.0,40,1,0,1
18,6,8,2,2,2,2,4007,44.6,39.2,87.873,26.23,0.0,0.0,0,0,0,1
19,6,8,0,2,2,2,3545,57.7,37.3,60.392,25.52,0.0,0.0,0,0,0,1
20,6,8,0,2,2,2,3282,64.7,33.1,49.954,23.96,0.0,0.0,0,0,0,1
21,6,8,0,3,2,2,2851,60.1,35.2,46.661,21.31,0.0,0.0,0,0,0,1
22,6,8,0,3,2,2,1949,76.2,28.2,25.246,19.35,0.0,0.0,0,0,0,0
23,6,8,0,3,2,2,1190,77.3,23.3,15.198,18.88,0.0,0.0,0,0,0,0
0,0,8,0,3,2,2,660,79.3,24.6,8.219,18.43,0.0,0.0,0,0,0,0
1,0,8,0,3,2,2,382,85.3,21.1,4.426,17.76,0.0,0.0,0,0,0,0
2,0,8,0,3,2,2,307,90.1,23.7,3.37,17.3,0.0,0.0,0,0,0,0
3,0,8,0,3,2,2,358,83.9,22.7,4.217,16.87,0.0,0.0,0,0,0,0
4,0,8,0,3,2,2,859,79.6,23.9,10.658,16.89,0.0,0.0,0,0,0,0
5,0,8,0,0,2,2,2851,63.3,36.5,44.339,15.58,0.0,0.0,0,0,0,1
6,0,8,0,0,2,2,5770,32.3,49.7,173.273,14.89,0.0,0.0,0,0,0,2
7,0,8,2,0,2,2,6655,25.2,53.2,254.008,15.65,0.0,0.0,0,0,0,2
8,0,8,2,0,2,2,5979,30.9,50.9,187.429,16.47,0.0,0.0,0,0,0,2
9,0,8,2,0,2,2,5039,41.0,46.3,119.976,18.75,0.0,0.0,0,0,0,2
10,0,8,1,0,2,2,4652,42.2,41.1,107.685,21.23,0.0,0.0,0,0,0,2
11,0,8,1,0,2,2,5077,39.9,50.1,124.132,24.01,0.0,0.0,5,0,0,2
12,0,8,0,1,2,2,5284,34.4,46.6,149.266,25.54,0.0,0.0,20,1,0,2
13,0,8,0,1,2,2,5151,42.4,45.9,118.687,25.93,0.0,0.0,20,1,0,2
14,0,8,1,1,2,2,5419,33.9,43.6,155.272,26.68,0.0,0.0,20,1,0,2
15,0,8,1,1,2,2,5708,36.3,48.8,153.029,27.1,0.0,0.0,44,1,0,2
16,0,8,2,1,2,2,6116,28.1,50.9,210.172,26.97,0.0,0.0,44,1,0,2
17,0,8,2,2,2,2,5796,32.6,46.7,172.5,26.96,0.0,0.0,44,1,0,2
18,0,8,2,2,2,2,4564,42.9,40.7,103.964,26.41,0.0,0.0,44,1,0,2
19,0,8,0,2,2,2,3371,53.2,35.1,62.196,25.71,0.0,0.0,44,1,0,1
20,0,8,0,2,2,2,2939,55.4,34.1,52.11,23.94,0.0,0.0,44,1,0,1
21,0,8,0,3,2,2,2407,62.8,32.5,37.727,22.12,0.0,0.0,0,0,0,0
22,0,8,0,3,2,2,1730,71.7,28.2,23.796,21.31,0.0,0.0,0,0,0,0
23,0,8,0,3,2,2,1183,78.8,26.5,14.825,20.85,0.0,0.0,0,0,0,0
0,1,8,0,3,2,2,659,86.4,24.6,7.54,20.84,0.0,0.0,0,0,0,0
1,1,8,0,3,2,2,444,84.2,23.3,5.211,20.31,0.0,0.0,0,0,0,0
2,1,8,0,3,2,2,294,84.4,22.2,3.443,20.56,0.0,0.0,0,0,0,0
3,1,8,0,3,2,2,366,82.0,22.4,4.41,20.1,0.0,0.0,36,1,0,0
4,1,8,0,3,2,2,777,83.7,24.5,9.174,20.1,0.0,0.0,36,1,0,0
5,1,8,0,0,2,2,3024,63.9,34.8,46.595,19.59,0.0,0.0,36,1,0,1
6,1,8,0,0,2,2,5895,34.8,48.2,164.665,19.19,0.0,0.0,80,1,0,2
7,1,8,2,0,2,2,6865,23.5,54.1,280.204,19.26,0.0,0.0,80,1,0,2
8,1,8,2,0,2,2,6168,30.2,52.1,197.692,19.03,0.0,0.0,80,1,0,2
9,1,8,2,0,2,2,5438,40.7,48.5,130.408,20.26,0.0,0.0,92,1,0,2
10,1,8,1,0,2,2,4670,44.3,44.4,103.091,21.66,0.0,0.0,92,1,0,2
11,1,8,1,0,2,2,5151,40.4,44.8,124.42,22.74,0.0,0.0,75,1,0,2
12,1,8,0,1,2,2,5158,37.5,45.4,133.974,24.75,0.0,0.0,24,1,0,2
13,1,8,0,1,2,2,5295,33.0,46.0,155.735,26.81,0.0,0.0,24,1,0,2
14,1,8,1,1,2,2,5502,32.9,46.3,162.301,28.26,0.0,0.0,24,1,0,2
15,1,8,1,1,2,2,6005,29.9,51.8,194.337,29.13,0.0,0.0,0,0,0,2
16,1,8,2,1,2,2,6523,25.0,48.9,250.885,29.84,0.0,0.0,0,0,0,2
17,1,8,2,2,2,2,6230,33.5,55.2,180.58,29.14,0.0,0.0,0,0,0,2
18,1,8,2,2,2,2,4691,43.3,47.6,105.892,28.62,0.0,0.0,44,1,0,2
19,1,8,0,2,2,2,3592,57.6,38.1,61.297,27.58,0.0,0.0,44,1,0,1
20,1,8,0,2,2,2,3190,56.8,36.8,55.19,26.35,0.0,0.0,44,1,0,1
21,1,8,0,3,2,2,2824,60.8,35.8,45.696,24.91,0.0,0.0,0,0,0,1
22,1,8,0,3,2,2,1854,67.5,27.8,27.066,25.11,0.0,0.0,0,0,0,0
23,1,8,0,3,2,2,1167,76.1,27.0,15.136,24.59,0.0,0.0,0,0,0,0
0,2,8,0,3,2,2,683,84.8,26.1,7.96,23.67,0.0,0.0,0,0,0,0
1,2,8,0,3,2,2,399,86.0,18.4,4.586,23.01,0.0,0.0,0,0,0,0
2,2,8,0,3,2,2,330,89.5,18.8,3.646,22.61,0.0,0.0,0,0,0,0
3,2,8,0,3,2,2,356,87.0,23.3,4.045,22.22,0.0,0.0,8,0,0,0
4,2,8,0,3,2,2,850,80.4,23.7,10.442,22.36,0.0,0.0,8,0,0,0
5,2,8,0,0,2,2,3069,65.8,34.6,45.943,21.7,0.0,0.0,8,0,0,1
6,2,8,0,0,2,2,6159,28.1,50.1,211.649,21.22,0.0,0.0,44,1,0,2
7,2,8,2,0,2,2,6714,26.3,51.3,245.934,21.05,0.0,0.0,44,1,0,2
8,2,8,2,0,2,2,6262,26.2,50.5,230.221,21.84,0.0,0.0,44,1,0,2
9,2,8,2,0,2,2,5371,38.4,44.2,136.32,23.19,0.0,0.0,68,1,0,2
10,2,8,1,0,2,2,5005,42.7,47.6,114.531,24.78,0.0,0.0,68,1,0,2
11,2,8,1,0,2,2,5406,36.6,47.3,143.777,26.53,0.0,0.0,68,1,0,2
13,2,8,0,1,2,2,5398,29.0,47.2,179.933,29.39,0.0,0.0,0,0,0,2
14,2,8,1,1,2,2,5604,34.0,49.4,160.114,30.68,0.0,0.0,0,0,0,2
15,2,8,1,1,2,2,6111,32.6,56.1,181.875,31.0,0.0,0.0,0,0,0,2
16,2,8,2,1,2,2,6702,24.6,51.4,261.797,30.54,0.0,0.0,0,0,0,2
17,2,8,2,2,2,2,6104,30.3,46.8,195.016,30.46,0.0,0.0,0,0,0,2
18,2,8,2,2,2,2,4940,35.4,44.6,135.714,29.61,0.0,0.0,0,0,0,2
19,2,8,0,2,2,2,3666,51.2,34.7,70.23,29.3,0.0,0.0,0,0,0,1
20,2,8,0,2,2,2,3192,59.3,35.3,52.935,27.98,0.0,0.0,0,0,0,1
21,2,8,0,3,2,2,2876,62.5,36.1,45.291,26.29,0.0,0.0,0,0,0,1
22,2,8,0,3,2,2,1898,74.7,32.5,25.073,25.59,0.0,0.0,0,0,0,0
23,2,8,0,3,2,2,1202,77.5,22.9,15.312,24.55,0.0,0.0,0,0,0,0
0,3,8,0,3,2,2,661,84.6,21.4,7.722,24.27,0.0,0.0,12,1,0,0
1,3,8,0,3,2,2,385,86.2,22.7,4.415,24.27,0.0,0.0,12,1,0,0
2,3,8,0,3,2,2,302,84.0,23.0,3.553,23.94,0.0,0.0,12,1,0,0
3,3,8,0,3,2,2,374,79.5,23.5,4.646,23.74,0.0,0.0,0,0,0,0
4,3,8,0,3,2,2,871,82.6,27.3,10.419,23.19,0.0,0.0,0,0,0,0
5,3,8,0,0,2,2,3145,59.1,37.2,52.329,22.8,0.0,0.0,0,0,0,1
6,3,8,0,0,2,2,6188,26.3,50.7,226.667,22.3,0.0,0.0,0,4,1,2
7,3,8,2,0,2,2,6823,16.9,56.2,381.173,22.19,0.0,0.0,0,4,1,2
8,3,8,2,0,2,2,4343,48.5,41.9,87.737,22.59,0.0,0.0,0,4,1,1
9,3,8,2,0,2,2,6063,28.6,50.9,204.831,23.66,0.0,0.0,32,1,0,2
10,3,8,1,0,2,2,5022,41.5,44.1,118.165,25.24,0.0,0.0,32,1,0,2
11,3,8,1,0,2,2,5205,43.5,46.3,116.966,26.75,0.0,0.0,32,1,0,2
12,3,8,0,1,2,2,5462,29.0,44.1,182.067,27.28,0.0,0.0,76,1,0,2
13,3,8,0,1,2,2,5492,33.0,49.5,161.529,28.09,0.0,0.0,75,1,0,2
14,3,8,1,1,2,2,5759,31.8,46.8,175.579,27.97,0.0,0.0,76,1,0,2
15,3,8,1,1,2,2,6173,32.6,49.1,183.72,28.77,0.0,0.0,92,1,0,2
16,3,8,2,1,2,2,6346,21.6,47.1,280.796,28.5,0.0,0.0,92,4,1,2
17,3,8,2,2,2,2,5786,37.9,47.3,148.74,29.13,0.0,0.0,92,2,1,2
18,3,8,2,2,2,2,4762,42.8,41.9,108.721,29.18,0.51,0.0,0,2,1,2
19,3,8,0,2,2,2,3696,52.8,38.9,68.699,28.45,0.0,0.0,0,2,1,1
20,3,8,0,2,2,2,3320,56.2,34.0,58.042,26.19,0.0,0.0,0,2,1,1
21,3,8,0,3,2,2,3006,58.6,34.1,50.436,24.6,0.0,0.0,12,2,1,1
22,3,8,0,3,2,2,2158,71.6,29.4,29.725,23.88,0.0,0.0,12,2,1,0
23,3,8,0,3,2,2,1425,72.5,23.6,19.388,23.02,0.0,0.0,12,2,1,0
0,4,8,0,3,2,2,797,83.1,24.5,9.477,22.04,0.0,0.0,12,1,0,0
1,4,8,0,3,2,2,499,83.9,22.1,5.878,20.99,0.0,0.0,12,1,0,0
2,4,8,0,3,2,2,369,84.0,21.9,4.341,20.47,0.0,0.0,12,1,0,0
3,4,8,0,3,2,2,379,94.0,23.6,3.989,19.37,0.0,0.0,0,0,0,0
4,4,8,0,3,2,2,864,82.6,24.3,10.335,19.88,0.0,0.0,0,0,0,0
6,4,8,0,0,2,2,5747,34.4,48.1,162.345,18.64,0.0,0.0,0,0,0,2
7,4,8,2,0,2,2,6693,26.5,55.3,243.382,18.81,0.0,0.0,0,0,0,2
8,4,8,2,0,2,2,6247,23.3,50.6,257.078,18.42,0.0,0.0,0,0,0,2
9,4,8,2,0,2,2,5702,38.2,47.5,145.459,19.32,0.0,0.0,48,1,0,2
10,4,8,1,0,2,2,5417,28.3,48.4,184.881,21.14,0.0,0.0,48,1,0,2
11,4,8,1,0,2,2,5660,31.1,46.7,176.324,23.63,0.0,0.0,48,1,0,2
12,4,8,0,1,2,2,5925,29.4,52.0,194.901,25.46,0.0,0.0,36,1,0,2
13,4,8,0,1,2,2,5871,33.0,49.7,172.676,26.96,0.0,0.0,36,1,0,2
14,4,8,1,1,2,2,5820,32.5,52.2,173.731,27.59,0.0,0.0,36,1,0,2
15,4,8,1,1,2,2,6129,28.2,50.5,209.897,28.66,0.0,0.0,48,1,0,2
16,4,8,2,1,2,2,5976,30.2,51.8,191.538,28.71,0.0,0.0,48,1,0,2
17,4,8,2,2,2,2,5307,34.0,43.3,151.629,28.95,0.0,0.0,48,1,0,2
18,4,8,2,2,2,2,4758,37.9,46.4,122.314,27.92,0.0,0.0,0,0,0,2
19,4,8,0,2,2,2,3790,54.3,40.3,68.535,26.72,0.0,0.0,0,0,0,1
20,4,8,0,2,2,2,3326,58.8,35.3,55.619,24.98,0.0,0.0,0,0,0,1
21,4,8,0,3,2,2,3121,63.5,37.3,48.388,21.24,0.0,0.0,0,0,0,1
22,4,8,0,3,2,2,2633,61.3,30.6,42.263,19.56,0.0,0.0,0,0,0,1
23,4,8,0,3,2,2,2096,71.1,29.5,29.071,18.2,0.0,0.0,0,0,0,0
1,5,8,0,3,2,2,792,81.2,22.3,9.635,16.84,0.0,0.0,0,0,0,0
2,5,8,0,3,2,2,548,88.1,24.6,6.15,17.76,0.0,0.0,1,0,0,0
3,5,8,0,3,2,2,422,88.8,24.6,4.699,15.26,0.0,0.0,0,0,0,0
5,5,8,0,0,2,2,1003,80.6,24.1,12.292,15.6,0.0,0.0,1,0,0,0
7,5,8,2,0,2,2,2737,61.6,31.1,43.722,12.91,0.0,0.0,0,0,0,1
9,5,8,2,0,2,2,4258,50.3,39.3,83.002,18.87,0.0,0.0,0,0,0,1
10,5,8,1,0,2,2,4604,45.9,43.2,98.166,21.41,0.0,0.0,0,0,0,2
11,5,8,1,0,2,2,4796,40.0,44.0,116.976,23.77,0.0,0.0,0,0,0,2
12,5,8,0,1,2,2,5154,34.5,45.1,145.183,26.05,0.0,0.0,0,0,0,2
13,5,8,0,1,2,2,4899,40.1,42.8,119.197,28.03,0.0,0.0,1,0,0,2
17,5,8,2,2,2,2,4461,49.9,45.6,87.642,28.65,0.0,0.0,12,1,0,1
20,5,8,0,2,2,2,3252,60.9,35.0,52.536,25.6,0.0,0.0,32,1,0,1
21,5,8,0,3,2,2,3092,55.7,33.8,54.533,24.38,0.0,0.0,68,1,0,1
22,5,8,0,3,2,2,2709,59.4,35.8,44.851,23.6,0.0,0.0,68,1,0,1
0,6,8,0,3,2,2,1547,78.4,27.2,19.484,22.36,0.0,0.0,88,1,0,0
3,6,8,0,3,2,2,400,82.6,23.0,4.785,21.82,0.0,0.0,80,1,0,0
4,6,8,0,3,2,2,377,87.8,20.1,4.245,21.69,0.0,0.0,80,1,0,0
5,6,8,0,0,2,2,719,81.0,24.6,8.768,21.49,0.0,0.0,80,1,0,0
6,6,8,0,0,2,2,1185,83.0,27.4,14.107,21.56,0.0,0.0,44,1,0,0
7,6,8,2,0,2,2,1803,69.7,26.8,25.502,21.49,0.0,0.0,44,1,0,0
8,6,8,2,0,2,2,2687,66.6,32.4,39.749,21.74,0.0,0.0,44,1,0,1
9,6,8,2,0,2,2,3341,57.1,34.9,57.504,22.76,0.0,0.0,36,2,1,1
10,6,8,1,0,2,2,4028,50.5,39.1,78.214,24.69,0.0,0.0,36,1,0,1
11,6,8,1,0,2,2,4290,41.2,44.7,101.659,26.75,0.0,0.0,36,1,0,1
12,6,8,0,1,2,2,4851,34.9,44.8,135.125,28.26,0.0,0.0,56,1,0,2
13,6,8,0,1,2,2,4751,41.8,47.7,111.005,29.55,0.0,0.0,56,1,0,2
14,6,8,1,1,2,2,4723,43.5,46.6,106.135,30.3,0.0,0.0,56,1,0,2
15,6,8,1,1,2,2,4588,40.7,45.2,110.024,31.06,0.0,0.0,36,1,0,2
16,6,8,2,1,2,2,4517,41.6,45.5,106.033,31.13,0.0,0.0,24,1,0,2
17,6,8,2,2,2,2,4449,47.2,44.6,92.303,30.6,0.0,0.0,24,1,0,1
18,6,8,2,2,2,2,4127,50.4,44.0,80.292,29.84,0.0,0.0,0,0,0,1
19,6,8,0,2,2,2,3503,54.6,38.6,63.004,28.65,0.0,0.0,0,0,0,1
20,6,8,0,2,2,2,3202,60.3,37.4,52.235,27.95,0.0,0.0,0,0,0,1
21,6,8,0,3,2,2,2727,59.2,35.0,45.299,27.34,0.0,0.0,0,0,0,1
22,6,8,0,3,2,2,2002,68.9,29.1,28.641,26.96,0.0,0.0,0,0,0,0
23,6,8,0,3,2,2,1162,83.3,27.5,13.784,26.96,0.0,0.0,0,0,0,0
0,0,8,0,3,2,2,631,83.9,25.7,7.432,26.89,0.0,0.0,0,0,0,0
1,0,8,0,3,2,2,406,86.3,20.8,4.651,26.73,0.0,0.0,0,0,0,0
2,0,8,0,3,2,2,328,93.6,19.9,3.467,26.43,0.0,0.0,0,0,0,0
3,0,8,0,3,2,2,331,82.5,20.6,3.964,25.61,0.0,0.0,0,0,0,0
5,0,8,0,0,2,2,3020,62.2,37.8,47.785,25.39,0.0,0.0,0,0,0,1
6,0,8,0,0,2,2,5773,37.3,48.4,150.731,25.16,0.0,0.0,0,0,0,2
7,0,8,2,0,2,2,6512,23.9,50.4,261.526,24.94,0.0,0.0,0,0,0,2
8,0,8,2,0,2,2,6219,30.4,49.0,198.057,25.1,0.0,0.0,0,0,0,2
9,0,8,2,0,2,2,5443,32.6,45.4,161.994,26.08,0.0,0.0,0,0,0,2
10,0,8,1,0,2,2,4765,40.3,42.4,115.375,27.0,0.0,0.0,0,0,0,2
11,0,8,1,0,2,2,5140,39.8,42.9,125.98,28.88,0.0,0.0,0,0,0,2
13,0,8,0,1,2,2,5475,37.6,48.6,141.839,32.33,0.0,0.0,0,0,0,2
14,0,8,1,1,2,2,5542,37.9,47.3,142.468,33.05,0.0,0.0,0,0,0,2
15,0,8,1,1,2,2,5750,37.2,49.8,150.524,33.52,0.0,0.0,0,0,0,2
16,0,8,2,1,2,2,6298,26.8,46.9,226.547,33.94,0.0,0.0,0,0,0,2
17,0,8,2,2,2,2,5813,35.5,51.2,159.26,33.85,0.0,0.0,0,0,0,2
18,0,8,2,2,2,2,4520,43.8,42.4,100.893,33.16,0.0,0.0,0,0,0,2
19,0,8,0,2,2,2,3425,58.5,38.1,57.563,32.19,0.0,0.0,0,0,0,1
20,0,8,0,2,2,2,3321,57.4,39.6,56.866,30.67,0.0,0.0,0,0,0,1
21,0,8,0,3,2,2,2550,65.8,33.5,38.174,29.45,0.0,0.0,0,0,0,1
22,0,8,0,3,2,2,1648,74.8,32.5,21.741,28.63,0.0,0.0,0,0,0,0
23,0,8,0,3,2,2,1133,73.9,21.9,15.127,27.87,0.0,0.0,0,0,0,0
0,1,8,0,3,2,2,620,80.4,22.5,7.617,27.13,0.0,0.0,32,1,0,0
14,1,8,1,1,2,2,5883,31.5,45.8,181.015,33.09,0.0,0.0,8,0,0,2
16,1,8,2,1,2,2,6653,18.4,53.9,342.938,33.64,0.0,0.0,8,0,0,2
21,1,8,0,3,2,2,2787,64.6,34.1,42.485,29.61,0.0,0.0,0,0,0,1
22,1,8,0,3,2,2,1844,74.2,27.0,24.521,29.32,0.0,0.0,0,0,0,0
23,1,8,0,3,2,2,1185,79.1,30.3,14.794,28.11,0.0,0.0,0,0,0,0
0,2,8,0,3,2,2,628,80.4,22.4,7.715,27.2,0.0,0.0,8,0,0,0
1,2,8,0,3,2,2,363,90.5,17.4,3.967,27.15,0.0,0.0,8,0,0,0
2,2,8,0,3,2,2,318,92.9,23.0,3.387,26.95,0.0,0.0,8,0,0,0
3,2,8,0,3,2,2,365,86.8,23.2,4.157,26.1,0.0,0.0,0,0,0,0
10,2,8,1,0,2,2,4941,42.1,43.7,114.64,29.02,0.0,0.0,1,0,0,2
11,2,8,1,0,2,2,5157,39.0,47.4,128.925,29.93,0.0,0.0,5,0,0,2
12,2,8,0,1,2,2,5575,35.8,46.0,151.495,29.63,0.0,0.0,90,1,0,2
13,2,8,0,1,2,2,5463,35.0,46.5,151.75,30.0,0.0,0.0,90,1,0,2
14,2,8,1,1,2,2,5868,31.2,50.1,182.236,30.77,0.0,0.0,90,1,0,2
16,2,8,2,1,2,2,6760,25.1,55.6,259.004,32.47,0.0,0.0,0,0,0,2
22,2,8,0,3,2,2,1893,78.1,29.0,23.932,26.36,0.0,0.0,0,0,0,0
23,2,8,0,3,2,2,1214,73.7,25.1,16.252,25.14,0.0,0.0,0,0,0,0
0,3,8,0,3,2,2,643,83.3,23.1,7.628,23.64,0.0,0.0,0,0,0,0
9,3,8,2,0,2,2,5533,31.1,43.6,172.368,22.12,0.0,0.0,0,0,0,2
10,3,8,1,0,2,2,5079,44.0,44.8,112.867,24.96,0.0,0.0,0,0,0,2
11,3,8,1,0,2,2,5615,32.1,44.1,169.637,27.75,0.0,0.0,0,0,0,2
12,3,8,0,1,2,2,5833,27.3,47.5,206.113,28.87,0.0,0.0,0,0,0,2
14,3,8,1,1,2,2,6138,30.5,47.8,194.857,30.35,0.0,0.0,0,0,0,2
15,3,8,1,1,2,2,6750,27.7,54.8,235.192,30.23,0.0,0.0,0,0,0,2
16,3,8,2,1,2,2,7023,21.8,53.7,308.026,29.49,0.0,0.0,0,0,0,2
17,3,8,2,2,2,2,6724,23.4,56.1,275.574,28.49,0.0,0.0,0,0,0,2
19,3,8,0,2,2,2,4016,51.1,36.4,77.083,27.94,0.0,0.0,0,0,0,1
20,3,8,0,2,2,2,3325,61.0,36.1,53.629,26.92,0.0,0.0,0,0,0,1
21,3,8,0,3,2,2,2959,57.8,35.0,50.323,24.48,0.0,0.0,48,1,0,1
22,3,8,0,3,2,2,2150,68.2,31.7,31.069,23.07,0.0,0.0,48,1,0,0
23,3,8,0,3,2,2,1459,74.1,31.6,19.427,22.54,0.0,0.0,48,1,0,0
0,4,8,0,3,2,2,773,78.8,19.9,9.687,22.47,0.0,0.0,24,1,0,0
1,4,8,0,3,2,2,458,84.4,20.8,5.363,22.7,0.0,0.0,24,1,0,0
2,4,8,0,3,2,2,377,89.6,25.9,4.161,22.83,0.0,0.0,24,1,0,0
3,4,8,0,3,2,2,385,87.8,20.1,4.336,22.58,0.0,0.0,80,1,0,0
4,4,8,0,3,2,2,848,83.5,25.1,10.036,23.22,0.0,0.0,80,1,0,0
5,4,8,0,0,2,2,2858,61.9,32.4,45.437,23.47,0.0,0.0,80,2,1,1
5,4,8,0,0,2,2,2858,63.0,31.5,44.656,23.47,0.0,0.0,80,2,1,1
6,4,8,0,0,2,2,5413,33.5,45.4,156.899,23.38,6.6,0.0,80,2,1,2
6,4,8,0,0,2,2,5413,34.9,51.0,150.78,23.38,6.6,0.0,80,2,1,2
6,4,8,0,0,2,2,5413,36.4,44.7,144.733,23.38,6.6,0.0,80,4,1,2
7,4,8,2,0,2,2,6601,24.8,52.4,255.853,23.19,0.0,0.0,80,4,1,2
8,4,8,2,0,2,2,6042,30.5,49.7,191.81,23.75,0.0,0.0,80,4,1,2
9,4,8,2,0,2,2,5458,35.0,49.1,151.611,24.36,0.0,0.0,80,4,1,2
10,4,8,1,0,2,2,5323,35.6,48.9,145.437,26.21,0.0,0.0,80,4,1,2
10,4,8,1,0,2,2,5323,46.2,46.8,112.775,26.21,0.0,0.0,80,4,1,2
10,4,8,1,0,2,2,5323,39.5,40.2,131.432,26.21,0.0,0.0,80,2,1,2
11,4,8,1,0,2,2,5810,33.1,47.3,170.381,28.56,0.0,0.0,80,4,1,2
12,4,8,0,1,2,2,6269,26.6,48.9,227.138,29.82,0.0,0.0,0,0,0,2
13,4,8,0,1,2,2,6172,26.9,53.2,221.219,31.35,0.0,0.0,0,0,0,2
15,4,8,1,1,2,2,6160,28.0,49.0,212.414,32.16,0.0,0.0,12,1,0,2
16,4,8,2,1,2,2,6009,30.8,53.4,188.962,31.53,0.0,0.0,12,1,0,2
17,4,8,2,2,2,2,5387,30.5,47.8,171.016,31.36,0.0,0.0,12,1,0,2
18,4,8,2,2,2,2,5021,35.1,47.4,139.086,31.28,0.0,0.0,0,0,0,2
19,4,8,0,2,2,2,4057,47.5,44.8,83.649,30.78,0.0,0.0,0,0,0,1
20,4,8,0,2,2,2,3458,56.0,35.4,60.667,29.12,0.0,0.0,0,0,0,1
21,4,8,0,3,2,2,3181,57.5,32.7,54.376,27.19,0.0,0.0,0,0,0,1
22,4,8,0,3,2,2,2546,69.0,33.1,36.371,26.43,0.0,0.0,0,0,0,1
23,4,8,0,3,2,2,2101,64.5,32.4,32.076,26.2,0.0,0.0,0,0,0,0
0,5,8,0,3,2,2,1321,74.5,25.3,17.497,26.05,0.0,0.0,0,0,0,0
23,2,1,0,3,0,2,1712,77.4,28.6,21.837,16.45,0.0,0.0,1,0,0,0
0,5,2,0,3,0,2,1041,80.0,27.6,12.852,15.63,0.0,0.0,0,0,0,0
1,5,2,0,3,0,2,563,87.0,25.1,6.398,13.52,0.0,0.0,1,0,0,0
3,5,2,0,3,0,2,259,93.6,20.1,2.738,12.47,0.0,0.0,0,0,0,0
4,5,2,0,3,0,2,323,84.7,22.2,3.769,12.54,0.0,0.0,0,0,0,0
5,5,2,0,0,0,2,637,83.3,21.3,7.556,12.52,0.0,0.0,0,0,0,0
6,5,2,0,0,0,2,1078,78.4,22.5,13.577,12.96,0.0,0.0,90,1,0,0
7,5,2,2,0,0,2,1567,68.5,30.6,22.547,13.16,0.0,0.0,0,0,0,0
8,5,2,2,0,0,2,2064,68.4,26.1,29.741,13.19,0.0,0.0,0,0,0,0
9,5,2,2,0,0,2,2605,66.6,33.4,38.536,13.42,0.0,0.0,0,2,1,1
10,5,2,1,0,0,2,3201,59.6,35.3,52.822,14.39,0.0,0.0,0,2,1,1
12,5,2,0,1,0,2,4245,49.4,42.3,84.226,15.83,0.0,0.0,0,0,0,1
13,5,2,0,1,0,2,4134,47.5,39.3,85.237,16.59,0.0,0.0,0,0,0,1
14,5,2,1,1,0,2,4454,43.5,44.6,100.09,21.15,0.0,0.0,24,1,0,1
15,5,2,1,1,0,2,4388,49.9,41.5,86.208,18.17,0.0,0.0,0,0,0,1
16,5,2,2,1,0,2,4165,46.9,43.7,86.952,18.6,0.0,0.0,0,0,0,1
17,5,2,2,2,0,2,3835,52.5,39.6,71.682,21.24,0.0,0.0,56,1,0,1
18,5,2,2,2,0,2,3666,53.8,36.2,66.898,18.31,0.0,0.0,0,0,0,1
19,5,2,0,2,0,2,3356,60.8,37.9,54.304,16.39,0.0,0.0,0,0,0,1
20,5,2,0,2,0,2,2913,63.8,35.4,44.954,19.74,0.0,0.0,36,1,0,1
21,5,2,0,3,0,2,2325,62.9,31.4,36.385,13.38,0.0,0.0,0,0,0,0
22,5,2,0,3,0,2,1754,68.9,27.3,25.093,12.36,0.0,0.0,0,0,0,0
23,5,2,0,3,0,2,1064,81.1,27.0,12.96,12.32,0.0,0.0,0,0,0,0
0,5,3,0,3,1,2,573,84.1,20.9,6.733,11.43,0.0,0.0,0,0,0,0
